UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Regrette Rien,@YaniqueJLambert,2022-01-06T03:48:15.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月6日",Wait I might have up start watching this,😭,11,2,8,['https://pbs.twimg.com/profile_images/1609303457705467905/UUIpI_hx_normal.jpg'],https://twitter.com/YaniqueJLambert/status/1478936425827639296
Regrette Rien,@YaniqueJLambert,2022-01-07T23:59:18.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月8日","Movie trailers shouldn't be over 30 seconds. 45sec max. 

Why TF I need damn near 3 minutes of a movie?",,1,2,10,[],https://twitter.com/YaniqueJLambert/status/1479603581787549703
Regrette Rien,@YaniqueJLambert,2022-01-07T23:52:32.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月8日",This is a sick shot,🥂 🥂,,,7,"['https://pbs.twimg.com/profile_images/1634455348961583105/huCBna44_normal.jpg', 'https://pbs.twimg.com/media/FIcUQG6WQAgMPWP?format=jpg&name=900x900']",https://twitter.com/YaniqueJLambert/status/1479601879323656192
Regrette Rien,@YaniqueJLambert,2022-01-07T23:28:33.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月8日","Big up 
@NigelClarkeJa",,1,1,5,"['https://pbs.twimg.com/profile_images/1609412725209268225/9YBOvBl5_normal.jpg', 'https://pbs.twimg.com/media/FIgacNmXIAQqHjO?format=jpg&name=900x900']",https://twitter.com/YaniqueJLambert/status/1479595842759708673
Regrette Rien,@YaniqueJLambert,2022-01-07T23:11:31.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月8日",I wanna go to Puerto Rico.,,,,3,[],https://twitter.com/YaniqueJLambert/status/1479591557397454849
Regrette Rien,@YaniqueJLambert,2022-01-07T02:25:30.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月7日",You mean like this?,,2,2,16,"['https://pbs.twimg.com/media/FIdzfVOXwAEovYO?format=jpg&name=900x900', 'https://pbs.twimg.com/profile_images/1634334135220051968/rnCzuW7q_normal.jpg']",https://twitter.com/YaniqueJLambert/status/1479277986356633606
Regrette Rien,@YaniqueJLambert,2022-01-07T00:54:07.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月7日",This sounds like a plan too ,🤣,1,1,1,['https://pbs.twimg.com/profile_images/1582660249630244864/lcYzn8Xc_normal.jpg'],https://twitter.com/YaniqueJLambert/status/1479254991995035652
Regrette Rien,@YaniqueJLambert,2022-01-07T00:52:06.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月7日","So someone cut a wire in the cooling facility which led to doses being spoilt. 

Anti-vax ppl a work hard.",,,,5,[],https://twitter.com/YaniqueJLambert/status/1479254484018679815
Regrette Rien,@YaniqueJLambert,2022-01-07T00:48:51.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月7日",Name get call ,😂 😂,,,,[],https://twitter.com/YaniqueJLambert/status/1479253665655447554
Regrette Rien,@YaniqueJLambert,2022-01-07T00:40:43.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月7日",THEY'RE NOT APPROVED???,,,,,[],https://twitter.com/YaniqueJLambert/status/1479251618755489796
